"acidez_fija","acidez_volatil","acido_citrico","azucares_residuales","cloruros","dioxido_azufre_libre","dioxido_azufre_total","densidad","pH","sulfatos","alcohol","calidad"
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5.87169036937489
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,6.51611040657817
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7.22374695712525
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6.37191004474121
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,4.54549390358249
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7.51091480890371
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,5.55124201745022
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7.37814389779239
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5.65799697986213
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,4.40693424657008
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5.66479702458776
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,4.70628027727255
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7.17661203306218
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6.12110248337326
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,5.74368216819708
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6.16086172199867
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,5.2617414447457
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,5.91831787668902
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6.4954744989991
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,4.69552521046241
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,5.10724428758505
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,3.30283746544182
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,6.04654618351274
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5.25174982357782
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,5.40424299014639
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,4.70127174880262
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,4.61745874095173
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,5.76561884911512
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5.51407128426687
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,4.3377487184007
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6.69677355344322
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5.23901762937716
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6.21741129458133
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,4.4884845978113
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,5.17220072793882
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,5.90143750074171
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,3.905061449493
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,6.8776861171645
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,3.83933355756077
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,5.813693930528
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,5.74666379808623
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6.40909781424205
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6.60569771144249
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,5.56433702105931
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6.48366532102502
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6.85459386580126
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,6.52951359709441
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,7.6085573801004
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5.39046701789221
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.10982878196636
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.32926497626657
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.84281057672854
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5.23224987174584
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.63102076210522
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7.37374327740232
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6.26017223388531
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5.23165066291065
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6.77479398267485
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,5.39864407577361
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,5.3368903625055
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6.35516760203833
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,5.92818620152013
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6.04440312701098
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6.44476642630284
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6.45197702870945
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,5.84239769798293
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,5.81247367860174
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6.04415916540472
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6.63781067357685
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6.2556122920074
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5.85980450649392
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,4.99541787774802
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5.67540056313245
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7.52980138661035
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5.36725007654004
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6.24882042406708
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,4.83207056171449
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,4.93457749449846
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4.13763729742508
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6.02933333440757
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4.56593468103173
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,5.93440972608814
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,5.9577738470473
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,3.7094085474606
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,3.916998202874
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,4.95874061461769
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,3.61175853566035
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,5.18110098167141
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,4.95650785402882
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,5.8408297350813
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,4.27947840307554
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,3.80507709437419
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,4.78737846805194
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6.39209745941657
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,7.06394317915654
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,5.9769259237744
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5.89591090437663
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5.04981329458158
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5.06931926255574
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5.19489518800925
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,4.47765365284345
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,4.96896907226307
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6.54506861927535
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,5.55016452788869
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,5.80703635806722
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,4.31133754972445
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4.21261131786961
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5.25487986943341
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4.38900841073445
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,5.26811398108986
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6.06434102085286
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,5.43356538501009
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,5.99976921077039
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6.80557435200365
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,7.69788482783943
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6.43000999256329
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,5.55019884954978
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,4.71288307372982
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5.26323305035197
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,5.59253263772528
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,4.97822109891274
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4.759101061128
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6.21621434272791
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,5.64981633566395
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,5.80355272760164
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,7.14132586283958
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,8.03422249276293
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6.12448824441327
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6.50988398850671
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5.7347361872445
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,4.57891733987683
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,5.78928226226608
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,3.96372737801288
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,4.55805306063688
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5.37344586973167
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,4.82557040645548
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,5.87147307949015
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,5.93246426909849
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,2.88179981050264
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6.502577960539
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,4.13390426663875
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,4.87485790255061
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,5.7368619227647
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,5.86884370988628
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3.87597956684147
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,5.65076404925078
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,5.53014144257286
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,5.08820760303369
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,4.51658115103325
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,4.30028917557936
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5.24476771774898
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,4.48219745239527
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4.18242522101688
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,4.91214350729125
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,4.13986269205352
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,4.52563532856638
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6.53106747303461
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5.54184565157274
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,7.20334396458038
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,5.99785181496013
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,5.10250391161072
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,5.5389497837909
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6.24509310290409
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,7.14008180093683
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6.06600547406383
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5.68423209507708
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6.46084878281536
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,4.2991450267296
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,6.89733240864108
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.78315692180861
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.52565766575755
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.27827768494068
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.28626854722613
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,4.70515681987436
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,5.20836881199348
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6.77725547449878
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,4.14786830499984
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,5.4366624481765
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5.3773789955119
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,4.24268327036624
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,5.66887775203632
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,4.29032029593051
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.37239813463737
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.26778780998286
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.25313081596421
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.26547886328738
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.33434744782736
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6.38361389518231
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,4.81880306599547
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,4.91071018318408
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6.06747828753114
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5.43480572158866
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,4.28750835439683
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,4.70023988611045
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,4.35581420554931
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5.63434412762581
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6.7674435499256
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5.47260603521554
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,4.26655797045381
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5.27117127004199
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5.69026951182855
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5.10076458844188
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,5.66033440026242
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,4.34832905563319
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,5.60081832266391
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5.4289090135696
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,4.74100333977084
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6.13656896396405
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4.77696747740218
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6.34700096428167
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5.81880366888412
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,3.97905211840376
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,5.83159423217172
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6.03904081169532
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4.34715357496511
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,4.29847602708262
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6.48371091326837
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5.1844340456974
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5.15828360816283
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3.30509087496303
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,4.9301849360738
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5.55532765909947
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6.38893786423889
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,5.90987437549938
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6.62422621160442
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6.17553521096771
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5.40125083966368
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,4.64349341502547
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5.94825910219155
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,4.99760663339001
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5.50870566133609
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,4.93993008446439
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,4.83222205581164
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5.470662947168
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,4.0492300132453
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6.28701968867642
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5.23613982379689
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,3.38280237852529
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5.22102639711995
6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,3.6989493515918
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6.39588262613563
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,4.72765175997129
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,4.58303790485906
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,6.9958922180964
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6.82383122699039
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,4.61880615366926
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5.33486197636927
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6.20469472105313
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,7.29228882251507
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,4.95538678959962
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,5.80444853725651
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6.33076452688073
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,5.97915476308122
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,8.11034302216637
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6.34420506495783
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6.50981753464957
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6.80063015120097
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,5.69956854122102
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5.30605875693709
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5.52127596214649
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5.82161101280182
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5.45759068779582
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7.2526883038224
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,4.47906557163727
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5.43773621657462
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5.30015952345097
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5.38055015222415
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6.25418702734335
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,3.878897173174
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,5.95388046093959
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6.41241846796891
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6.10297890415472
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,4.50193485540381
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,4.8259045281166
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,4.20852456549409
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,4.41978085839865
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,5.91323335791869
5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,4.92112046617504
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,5.98687451524505
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6.66153911966165
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,5.65402864547314
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,3.88898496226911
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,4.93228205634261
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5.79264156033291
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,6.39735257816078
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7.26482991901218
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667,6.7102475473679
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,4.53709913533946
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5.43781351481122
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,5.64774863053268
